employee_id,last_name,first_name,department,salary
8,Anderson,Richard,Human Resources,64072.87
9,Hernandez,David,Logistics,72598.16
44,Scott,Barbara,Marketing,147577.36
48,Williams,Olivia,Human Resources,84363.07
62,King,Ava,Sales,141682.22
80,Harris,Sarah,Operations,53647.46
109,Flores,John,Logistics,90312.43
152,Lee,Elizabeth,Finance,109653.44
210,Moore,Noah,Operations,148984.01
227,Lee,Karen,Legal,140516.93
241,Nguyen,Elizabeth,Marketing,76841.1
246,Thomas,Lucas,Customer Support,50095.65
266,Clark,Barbara,Research & Development,100245.18
295,Jones,Patricia,Sales,34234.67
320,Jones,Ava,Logistics,143368.46
333,Young,Susan,Customer Support,147933.79
336,Lee,Barbara,Sales,59952.51
364,Perez,Mason,IT,118630.63
405,Jackson,Joseph,Sales,68522.74
406,Allen,Michael,Sales,98530.27
423,Scott,Elizabeth,Legal,58010.07
424,Thomas,Noah,Marketing,49903.38
429,Jones,Noah,Product Management,145500.32
443,Williams,Thomas,IT,43785.25
470,Martin,Sarah,Legal,113233.26
480,Clark,Robert,Logistics,125638.57
484,Lee,Thomas,Product Management,68087.28
485,King,Emma,Marketing,84914.45
496,Moore,Joseph,Logistics,140290.32
497,Moore,Jennifer,Customer Support,141306.84
549,Flores,Patricia,Marketing,43990.53
571,Thomas,Amelia,Product Management,120165.57
618,Young,James,Sales,95824.54
656,Davis,John,Marketing,96003.35
721,Moore,Liam,Logistics,113498.22
734,Young,Olivia,Product Management,115310.95
740,Johnson,James,Legal,76849.73
772,Martinez,Michael,Customer Support,55473.84
776,Brown,Jessica,Research & Development,35288.87
796,Walker,Olivia,Logistics,46476.91
809,Allen,Linda,Legal,86448.56
813,Hill,Jessica,Engineering,115693.63
819,Miller,Lucas,Operations,136490.45
827,Gonzalez,Elizabeth,Logistics,41648.97
831,Anderson,Olivia,Logistics,147283.47
833,Lee,Sarah,Marketing,50568.27
851,Sanchez,Susan,Logistics,35719.63
858,Harris,Elizabeth,Legal,89116.62
880,Rodriguez,Jessica,Legal,44194.53
