employee_id,last_name,first_name,department,salary
2,Perez,Elizabeth,Marketing,121230.17
10,Jackson,Michael,Finance,99536.44
23,Jones,Thomas,Product Management,78249.82
25,Hill,Linda,Marketing,84431.67
45,Anderson,William,Legal,107420.2
89,Wright,Thomas,Customer Support,140170.36
115,Sanchez,Patricia,Engineering,85595.47
116,Miller,Linda,Marketing,102202.15
123,Gonzalez,Robert,Customer Support,60302.07
126,Wright,Mia,Operations,77145.52
128,Scott,David,Customer Support,107713.61
129,Hernandez,Mary,Human Resources,41358.01
145,Harris,Michael,Customer Support,47745.16
148,Robinson,Patricia,Legal,54612.43
151,Thomas,Charles,Sales,49267.44
153,Martin,Joseph,Legal,64000.75
155,Anderson,Mia,Marketing,98750.87
171,Harris,Mason,Human Resources,147268.77
187,Lewis,Charlotte,Logistics,122744.36
201,Lewis,Amelia,Human Resources,67589.03
231,Torres,Michael,Marketing,66060.65
255,Jackson,Ava,Sales,110047.52
347,Harris,Isabella,Human Resources,93943.87
353,Allen,Sophia,Product Management,128889.28
357,Brown,David,Operations,55950.7
384,Lopez,Amelia,Research & Development,36400.2
417,Taylor,Thomas,Sales,119817.61
433,Martin,Evelyn,Marketing,47347.57
437,Torres,Olivia,Human Resources,120552.77
460,Thomas,Charles,Customer Support,43901.77
493,Young,Amelia,Research & Development,145391.87
504,White,Charlotte,Legal,63795.99
509,Young,Barbara,Sales,88143.94
514,Jones,Robert,Logistics,112850.22
546,Thomas,Barbara,Engineering,59023.12
579,Brown,Mason,Research & Development,102028.3
580,Martin,James,Human Resources,93927.0
585,Thomas,Mason,Research & Development,94484.19
615,Johnson,Joseph,IT,111149.17
624,King,Patricia,Operations,93770.04
625,Young,Robert,Human Resources,147495.57
626,Anderson,Joseph,Human Resources,133910.84
651,Taylor,Susan,IT,86160.57
659,Young,Aiden,Customer Support,72941.11
702,Lewis,Charlotte,Logistics,34140.87
716,Brown,Lucas,Product Management,93460.29
735,Green,Susan,Marketing,77013.41
803,Hill,Harper,Engineering,74649.44
834,Green,Barbara,Logistics,106835.96
840,Taylor,Mason,Logistics,97598.87
876,Gonzalez,John,Logistics,121037.22
895,Jones,Noah,IT,75730.42
941,Jackson,James,Engineering,139218.74
951,Clark,Evelyn,Finance,91102.07
973,Miller,Susan,Sales,67375.77
997,Young,James,Engineering,34539.91
1009,Hernandez,Isabella,Marketing,110748.34
1013,Anderson,Joseph,Marketing,38445.56
1019,Torres,David,Customer Support,42679.29
1030,Scott,Noah,Product Management,36157.67
1032,Garcia,Linda,Legal,119632.22
1048,King,William,Sales,124690.07
1059,Green,Olivia,Engineering,124263.03
1080,Moore,Sophia,Marketing,146564.29
1083,Garcia,Mary,Research & Development,60542.02
1094,Harris,Patricia,Marketing,65539.87
1105,Garcia,Linda,Legal,37415.13
1132,Robinson,Evelyn,Logistics,107686.15
1135,Miller,Richard,IT,64470.56
1161,Young,Joseph,Marketing,117231.03
1162,Gonzalez,Sarah,Research & Development,37707.94
1169,Harris,Elizabeth,Logistics,71201.68
1176,Torres,Karen,Product Management,56337.5
1187,Young,Thomas,Sales,48455.9
1194,Brown,Olivia,Product Management,93856.05
1219,Martin,Robert,Engineering,74911.97
1232,Perez,Charles,Marketing,76269.14
1241,Johnson,Mary,Research & Development,77935.81
1254,Hernandez,Mia,Operations,63746.88
1304,Brown,Emma,Human Resources,63789.12
1306,Smith,Harper,Engineering,125835.88
1336,Ramirez,Jennifer,IT,71413.81
1342,Miller,Thomas,Operations,130945.64
1374,Jackson,William,Engineering,63514.17
1396,Jackson,Sarah,Research & Development,116394.34
1407,Hill,Lucas,Engineering,82450.24
1415,Brown,Patricia,Human Resources,74411.72
1443,Hill,Ava,Human Resources,120740.73
1464,Moore,Ava,IT,86871.11
1465,Hill,Thomas,Research & Development,114197.03
1472,Harris,Sarah,IT,95091.36
1478,Nguyen,William,Finance,115981.02
1482,Johnson,Karen,Product Management,135805.86
1486,Wilson,Mia,Marketing,102819.08
1492,Hernandez,Charles,Human Resources,114973.55
1537,White,Isabella,Research & Development,113836.49
1559,Martinez,Evelyn,IT,135088.62
1574,Smith,Barbara,Human Resources,31923.33
1599,Young,Elizabeth,Legal,72959.39
1603,Robinson,Mia,Marketing,135738.01
1643,Smith,Harper,Logistics,33680.76
1655,Thomas,Ethan,Research & Development,54274.26
1668,Clark,Mary,Logistics,58632.79
1686,Flores,Karen,Human Resources,103148.49
1699,Allen,Evelyn,Operations,59961.29
1711,Scott,Emma,Customer Support,96001.9
1759,Ramirez,James,Sales,71589.25
