employee_id,last_name,first_name,department,salary
3,Johnson,Charles,Sales,79221.48
16,Thompson,James,Operations,50076.17
19,Flores,Charlotte,Product Management,78214.78
28,Anderson,Karen,Finance,83938.23
83,Jackson,Liam,Marketing,102570.61
95,Lopez,Isabella,Research & Development,137952.22
99,Garcia,Liam,Engineering,120754.99
106,White,John,Human Resources,123882.0
113,Green,Charles,Customer Support,98461.9
120,Wilson,Robert,Human Resources,65859.81
132,Torres,Richard,IT,116436.58
146,Martinez,William,Product Management,102335.73
198,Rodriguez,Michael,Finance,88843.61
217,Scott,Harper,Research & Development,120020.51
219,Thomas,Jennifer,Logistics,51229.76
322,Miller,Harper,Logistics,73425.08
348,Nguyen,Mia,Sales,62603.94
361,White,David,Human Resources,106301.46
368,Johnson,Liam,Product Management,45823.48
376,Lewis,Joseph,Product Management,82347.22
383,Hernandez,Emma,Sales,93866.9
387,Hill,Aiden,Legal,38080.08
388,Hill,James,Engineering,51197.06
396,Clark,Emma,IT,130731.52
403,Clark,Sophia,Finance,84397.25
407,Jones,Sophia,Engineering,76994.27
412,Hernandez,Michael,Legal,141935.8
434,Garcia,Ava,Logistics,45089.82
518,Scott,Sophia,Legal,121393.39
524,Moore,Linda,Customer Support,127008.18
543,Taylor,Olivia,Sales,32889.24
583,Gonzalez,Ava,Operations,131470.75
584,Smith,Ethan,Customer Support,56939.32
593,Moore,Sarah,IT,77251.04
598,Thompson,Elizabeth,Engineering,143444.93
600,Taylor,Isabella,IT,79496.61
619,Wilson,Lucas,Marketing,58176.49
636,Thompson,William,Customer Support,72039.36
671,Smith,Joseph,Legal,80854.75
682,Lee,Noah,Human Resources,124675.0
686,Lewis,Jennifer,Operations,131730.61
687,Miller,Karen,Human Resources,95317.76
698,Ramirez,Olivia,Logistics,98056.02
706,Clark,Emma,Customer Support,49990.07
723,Thomas,Sophia,Human Resources,42629.7
726,Gonzalez,Jessica,Engineering,108819.51
742,Martinez,Aiden,IT,98584.39
744,Johnson,Michael,IT,97092.63
745,Perez,Noah,Customer Support,77475.5
767,Smith,Lucas,Customer Support,108242.38
770,Moore,Charlotte,Customer Support,75249.28
839,Hernandez,Patricia,Engineering,46485.49
844,Allen,Noah,Sales,135256.29
845,Green,Linda,Engineering,48319.7
848,Rodriguez,Susan,Product Management,85972.3
864,Wilson,Isabella,Product Management,78019.03
872,Hill,Ava,Product Management,52963.61
914,Hill,Linda,Legal,120258.03
916,White,Aiden,Logistics,67346.07
972,Lee,Karen,Sales,61547.16
974,Sanchez,Robert,Product Management,87409.67
988,Scott,Lucas,Sales,77157.72
989,Davis,Robert,Operations,147931.1
992,Gonzalez,Mia,Logistics,69064.87
1035,Nguyen,Ava,Research & Development,135263.07
1063,White,Harper,IT,85832.31
1075,Nguyen,Liam,Human Resources,69820.63
1110,Harris,Elizabeth,Finance,50211.85
1115,Williams,Noah,Research & Development,61274.17
1117,Young,Isabella,Engineering,115585.83
1122,Jackson,Noah,Logistics,62172.86
1186,Hill,Evelyn,IT,38172.42
1205,Johnson,Lucas,Research & Development,117957.47
1220,Sanchez,Evelyn,Operations,90570.25
1222,Flores,Barbara,Marketing,132455.86
1235,Miller,Elizabeth,Engineering,68912.18
