employee_id,last_name,first_name,department,salary
6,Green,Jessica,IT,75340.18
29,Williams,Liam,Legal,83377.97
64,Rodriguez,Michael,Human Resources,141373.86
66,Flores,Lucas,Human Resources,93285.48
76,Jackson,Patricia,IT,131758.4
97,Jackson,Joseph,IT,138232.58
113,Thompson,Ava,Human Resources,54746.42
123,Martin,Patricia,Sales,79910.63
153,Taylor,Isabella,Logistics,113633.18
158,King,Linda,Customer Support,73418.04
159,Johnson,Noah,Product Management,106956.03
162,Martin,Evelyn,Sales,60324.24
166,Jones,Patricia,Marketing,72461.58
181,Flores,Susan,Human Resources,128298.04
211,Lewis,Isabella,Customer Support,118138.58
231,Thomas,Jennifer,IT,119294.0
234,Hernandez,Evelyn,Research & Development,133885.8
255,Allen,Richard,Logistics,120545.2
269,Garcia,Susan,Research & Development,99770.03
281,Scott,Mason,Finance,104402.08
304,Thompson,Thomas,Sales,45190.86
317,Brown,David,Product Management,104205.94
332,Robinson,Charles,Research & Development,120980.0
333,King,Thomas,Engineering,52961.89
356,Wilson,Michael,IT,83342.21
359,Jones,Mia,Research & Development,40048.41
361,Walker,Isabella,Marketing,55664.26
375,King,Linda,Customer Support,33227.22
382,Clark,Harper,Marketing,131652.95
391,Allen,Patricia,Operations,68779.65
415,Young,Emma,Product Management,128444.01
424,Anderson,Mary,Sales,135558.82
473,Ramirez,Charles,Legal,92954.95
504,Harris,Isabella,IT,77249.3
509,Martin,James,Human Resources,30579.6
515,Young,Jessica,Operations,148202.71
516,Lee,Barbara,Operations,123216.77
518,Ramirez,John,Engineering,147566.61
523,Martinez,Richard,Engineering,30540.43
580,Gonzalez,Mary,Human Resources,59644.2
592,Brown,David,Engineering,146835.86
600,Anderson,Ava,IT,144927.92
641,Harris,Aiden,Human Resources,108204.4
659,Moore,Noah,Sales,138436.24
686,Garcia,James,Operations,115929.1
700,Lewis,Noah,Engineering,44465.78
717,King,Richard,Engineering,113215.18
742,Young,Aiden,Legal,62527.05
746,Lopez,Harper,Sales,65156.61
764,Young,Charles,Engineering,65760.29
767,Harris,Joseph,Legal,99879.2
794,Sanchez,Mia,Operations,148717.8
799,Johnson,Liam,Research & Development,69112.53
831,Martinez,Ethan,Marketing,103923.28
854,White,John,Marketing,99295.42
