employee_id,last_name,first_name,department,salary
15319,Green,Mia,Finance,84053.16
1838,Lee,Harper,Logistics,42575.69
6507,Hernandez,Jennifer,Research & Development,101229.48
5994,Scott,William,Sales,148213.11
2762,Scott,Jennifer,Logistics,98053.52
4427,Smith,Mia,Customer Support,108392.77
11851,Wilson,Mia,Human Resources,35905.04
13204,Davis,Evelyn,Customer Support,51922.85
4530,White,Ava,Legal,142676.83
4381,Clark,Patricia,Research & Development,139916.8
10570,Ramirez,Linda,Operations,73313.75
14277,Walker,Harper,Marketing,73251.48
519,Clark,Elizabeth,Customer Support,77441.08
10560,Hernandez,Sophia,Logistics,65314.2
2177,Garcia,William,Human Resources,60981.44
9658,Green,Lucas,Legal,132810.73
1813,Jones,William,Customer Support,120555.36
9963,Hernandez,William,Human Resources,39866.53
705,Martinez,Linda,Legal,132283.83
11568,Hill,Olivia,Human Resources,149811.82
8712,Hernandez,Charles,Legal,88748.91
2900,Garcia,Joseph,IT,129115.93
3469,Gonzalez,Harper,Legal,132969.19
2279,Hill,Isabella,Logistics,79390.74
10816,Hernandez,Jessica,Customer Support,124233.58
2559,Clark,Ethan,Logistics,97055.95
7402,Allen,James,Engineering,49490.16
12104,Williams,Ava,Customer Support,89191.64
2199,Allen,James,Finance,53117.51
1505,Clark,Ava,Product Management,46716.44
13018,King,David,Customer Support,134670.76
1428,Moore,Evelyn,Human Resources,107554.64
11305,Martinez,Emma,Legal,50864.54
14185,Jones,Ava,Legal,82319.33
7222,Thompson,Karen,Research & Development,59547.61
3819,Thomas,David,Product Management,33618.88
10084,Walker,Evelyn,Engineering,70625.33
4889,Wilson,Joseph,Finance,43552.31
2988,Garcia,Joseph,Finance,100107.58
2356,Anderson,Michael,Legal,47329.58
6301,Lee,Mary,Marketing,73265.48
9799,Ramirez,Sophia,Engineering,67485.17
2283,White,Harper,Sales,116630.05
4558,Taylor,Richard,Engineering,52934.04
5018,Jones,Aiden,Product Management,142676.63
1552,Jackson,Evelyn,Human Resources,87154.2
10975,Thompson,Isabella,Logistics,70602.51
1007,Wright,Liam,Research & Development,69469.49
1670,Davis,Michael,IT,118135.29
10981,Smith,Ava,Logistics,55296.39
11058,Gonzalez,David,IT,108700.06
13972,Allen,Patricia,Operations,125175.28
13247,Walker,Harper,Sales,100489.86
10630,Harris,Evelyn,Research & Development,50462.75
3487,Scott,Richard,Operations,56954.16
5908,Walker,Olivia,Operations,37605.37
14096,Sanchez,Patricia,Marketing,110189.03
2738,Nguyen,Joseph,Human Resources,114882.11
12863,Hill,Thomas,Customer Support,44659.59
13062,White,Mia,Research & Development,148197.27
7607,Scott,Liam,Product Management,67742.7
15897,Taylor,Michael,Finance,102432.75
2223,Young,Ava,Human Resources,134076.98
12871,Allen,Amelia,Operations,124427.54
9874,Flores,Ava,Human Resources,90502.7
2127,Jackson,Richard,IT,127549.17
14580,Harris,Aiden,Human Resources,130277.48
10231,Jackson,Sophia,Product Management,30236.77
7608,Green,Susan,Legal,31875.13
1121,Martinez,Patricia,Engineering,149855.25
4463,Nguyen,Thomas,Sales,107016.41
1061,Young,Harper,Research & Development,36043.01
254,Jackson,Ava,Customer Support,131899.1
12585,Miller,William,Engineering,39371.62
12873,Clark,Olivia,Legal,131135.36
6116,Sanchez,Evelyn,IT,132516.37
9657,Flores,Olivia,Marketing,139922.73
13643,Walker,Olivia,Marketing,97913.83
290,Torres,James,Product Management,56145.1
12532,Martin,Susan,Product Management,111372.69
11642,Davis,Robert,Engineering,32775.09
13568,Garcia,Barbara,Operations,84648.7
3853,Martinez,Harper,IT,89784.32
545,Robinson,Amelia,Customer Support,38611.81
5650,Perez,Emma,Human Resources,41134.05
8576,Johnson,Lucas,Operations,109942.23
53,Garcia,Joseph,IT,55947.41
13517,Hernandez,Charlotte,IT,108249.51
13173,Scott,Barbara,Sales,131904.88
10372,Hill,Charles,Product Management,39770.18
3609,Lee,Thomas,Sales,38146.51
6795,Taylor,Ethan,Marketing,83433.35
11907,Jackson,Barbara,Engineering,98789.81
15460,Martinez,Amelia,Human Resources,68834.64
4872,White,Sophia,Customer Support,77322.91
9176,Clark,Sarah,Engineering,88425.84
