employee_id,last_name,first_name,department,salary
4938,Garcia,Jessica,IT,148931.04
5619,Miller,Liam,IT,31205.44
5753,Thompson,Emma,Legal,60691.08
9251,Lopez,Isabella,IT,39808.54
12440,Gonzalez,Joseph,Engineering,89605.2
273,Clark,Linda,Customer Support,83797.87
13336,Gonzalez,Linda,Human Resources,84252.66
1250,Lee,Olivia,Human Resources,37895.65
12662,Scott,James,Logistics,87897.95
1788,Hernandez,Jessica,Finance,88977.04
3986,Flores,Linda,Research & Development,68579.9
4756,King,Liam,Operations,128219.7
7930,Anderson,Robert,Legal,78198.85
9425,Young,Sarah,Product Management,56751.68
7799,Martinez,Emma,Marketing,48559.18
8485,Brown,Linda,Product Management,103596.6
5122,Smith,Richard,Operations,133455.42
9848,Brown,Noah,Logistics,39886.71
5391,Wright,James,Human Resources,31368.68
7046,Scott,Liam,Legal,41218.08
5357,King,Patricia,Finance,140517.74
13043,Wilson,Richard,Engineering,37439.9
6117,Allen,Lucas,Logistics,102822.33
8027,Moore,Jessica,Marketing,57934.68
2982,Wright,Barbara,Product Management,134125.18
14716,Flores,Sophia,Operations,106554.09
7288,Jackson,Ethan,Engineering,135016.66
11666,Torres,Sarah,Logistics,84446.54
3343,Walker,Isabella,Legal,101328.86
6139,Scott,Lucas,Customer Support,85538.43
4657,Martinez,Liam,IT,74208.24
13026,Gonzalez,James,Product Management,115060.86
9773,Lopez,James,Customer Support,116727.59
1724,Moore,Lucas,Marketing,45285.71
4191,Martin,Elizabeth,Engineering,148763.33
7493,Sanchez,Richard,Logistics,125356.03
181,Thompson,Olivia,Research & Development,65598.58
14458,Torres,Robert,Engineering,61002.84
4562,Brown,James,Logistics,77054.7
6777,Green,James,Customer Support,72473.63
2698,Jackson,Evelyn,IT,68878.27
3168,Wilson,Robert,Logistics,89963.92
11121,Wilson,William,Marketing,44602.14
11742,Johnson,Noah,Logistics,69739.96
3379,Clark,Jennifer,Logistics,34596.74
9615,Allen,Linda,Human Resources,104252.46
3559,Harris,James,Research & Development,46358.17
15423,Lewis,Joseph,Engineering,110043.68
14644,Davis,Lucas,Research & Development,51516.51
9918,Martinez,Mary,Marketing,61985.12
12991,Lewis,Aiden,Sales,97668.95
4171,Anderson,Jennifer,Customer Support,50158.89
15705,Walker,Patricia,IT,141878.33
3605,Martinez,Ethan,Legal,30057.05
12938,Wright,Michael,Engineering,55236.88
2217,White,Mary,Sales,37221.6
13915,Lewis,Noah,Sales,85938.78
6463,Robinson,Charles,Sales,32152.24
7624,Williams,Mary,Engineering,113608.6
10878,Clark,Charlotte,Human Resources,79716.66
5179,Brown,Amelia,Research & Development,109529.74
713,Jackson,Charles,Operations,144269.08
12252,Thomas,Harper,Human Resources,75607.6
9195,Sanchez,William,Sales,136916.72
2864,Anderson,Evelyn,Logistics,70158.22
10657,Harris,Mia,Operations,147449.96
7787,Brown,John,Engineering,143152.27
1403,Gonzalez,Olivia,Product Management,44113.3
3351,Lee,Harper,Engineering,123183.69
15317,Ramirez,Olivia,Product Management,52264.65
940,Green,Isabella,Customer Support,48365.75
3748,White,David,Finance,101362.73
1444,Jones,Mason,Finance,119662.59
163,King,John,Finance,111167.42
10697,Lee,Lucas,Logistics,75005.47
12290,Hernandez,Amelia,Logistics,78018.57
185,Scott,Jessica,Human Resources,138528.51
2974,Walker,Noah,Marketing,30940.72
7771,Jackson,Michael,Operations,32379.75
6480,Scott,Charles,Sales,118091.42
4174,Torres,Barbara,Human Resources,134183.05
1785,Hernandez,David,Engineering,58112.62
1438,Martinez,Ethan,Operations,134304.5
13706,Thompson,Charlotte,Operations,103846.7
10520,Jones,Isabella,Customer Support,98060.21
2539,Taylor,Thomas,Customer Support,127751.97
11980,Ramirez,Patricia,Engineering,119966.4
6765,Young,Karen,Logistics,76291.66
12970,Lee,Karen,IT,71569.0
2823,Harris,John,Customer Support,100123.57
2216,Miller,Jessica,Human Resources,48349.45
10589,White,Aiden,Engineering,119967.84
13719,Anderson,Noah,Customer Support,97729.84
14320,Lee,Ava,Marketing,145922.17
10721,Nguyen,Olivia,Legal,148893.74
14804,Flores,William,Human Resources,46114.26
10484,Green,Lucas,Sales,56343.33
3097,Walker,Linda,Sales,129300.37
14691,Nguyen,Amelia,Human Resources,35084.8
7551,Thompson,Ethan,Marketing,96592.12
10569,Jackson,Susan,Customer Support,73555.86
13311,Wright,Charlotte,Human Resources,108794.09
15104,Garcia,Lucas,Finance,98303.94
12455,Taylor,Charles,Marketing,108859.4
6432,Williams,Sophia,Sales,140183.24
4894,Gonzalez,Isabella,Logistics,119192.09
4995,Garcia,Sophia,Product Management,114560.99
11191,Wright,Lucas,Research & Development,34410.5
6376,White,James,Legal,36559.63
6034,Garcia,Lucas,Research & Development,70319.69
12638,Thomas,Jennifer,Sales,103914.4
4525,Harris,Jennifer,Finance,101545.54
3918,Scott,Evelyn,Human Resources,129134.97
91,Miller,Barbara,Logistics,145511.57
8690,Gonzalez,Ethan,Operations,35626.87
15820,Jackson,Barbara,Human Resources,107787.31
10852,Lopez,Amelia,Customer Support,70911.29
3792,Lewis,John,Operations,63491.94
5248,Torres,Richard,Finance,135512.23
556,Martin,Mary,Engineering,35747.67
2976,Jackson,Mia,Customer Support,118712.39
8521,Ramirez,Charles,Finance,122893.23
6997,Anderson,Isabella,Human Resources,63976.1
5355,Scott,Isabella,Legal,100027.36
6248,King,Mary,Engineering,36110.64
10668,Williams,Emma,Research & Development,104919.65
4062,King,Sophia,Finance,97218.34
15076,Clark,Aiden,Engineering,56841.07
5413,Perez,Emma,Operations,54745.72
5979,Davis,Elizabeth,Operations,59449.54
4897,Perez,Mia,Engineering,105157.88
13914,White,Richard,Research & Development,105560.18
8699,Torres,Robert,Customer Support,75244.81
11414,Jones,Jessica,Engineering,40088.2
13333,King,William,Legal,64489.4
4561,Robinson,Michael,IT,73353.33
3512,Clark,Charles,Customer Support,103138.45
9524,Nguyen,Joseph,Product Management,31854.96
9468,Lopez,Mason,Operations,127592.02
12512,Davis,Sarah,Logistics,143044.94
13957,Gonzalez,Harper,Customer Support,39638.34
7836,Allen,Susan,Customer Support,148103.47
15281,Williams,Karen,Customer Support,39936.23
7346,Flores,Michael,Marketing,47232.47
7268,Lee,Noah,Engineering,143469.36
15324,White,Patricia,Legal,87502.77
7331,Anderson,Sarah,Sales,34367.19
7962,Williams,Charlotte,IT,43057.99
1663,Perez,Noah,Legal,34849.97
9632,Martinez,Ava,Human Resources,116667.99
15540,Williams,Barbara,Product Management,137659.22
14509,Williams,Mary,Logistics,115356.02
6458,Garcia,Patricia,IT,115788.63
12821,Brown,Richard,Logistics,97642.42
10258,Green,Linda,Engineering,56453.77
1124,Anderson,Charlotte,Engineering,36972.86
11184,Hill,Aiden,Finance,30726.14
15614,Lee,Olivia,Research & Development,61131.93
11187,Clark,Thomas,IT,31822.86
10896,Hernandez,Robert,Customer Support,93849.46
14427,Young,Lucas,Engineering,141955.33
10166,Sanchez,Mason,Sales,111277.07
15224,Harris,Amelia,IT,118211.87
9694,Taylor,Isabella,Finance,79921.57
14621,Robinson,Liam,Sales,105644.37
6293,Lewis,Mary,Engineering,47952.37
13197,Ramirez,Karen,Marketing,144380.61
6030,Allen,Thomas,Research & Development,57418.07
12461,Harris,Richard,Engineering,37421.51
15535,Rodriguez,Richard,Logistics,78323.44
9021,Martinez,Evelyn,Customer Support,132284.04
4690,Flores,Jennifer,Human Resources,134024.42
13111,Robinson,Mason,IT,61957.36
7707,Lewis,Lucas,Finance,121345.43
13917,Gonzalez,Evelyn,Product Management,149156.75
14237,Green,Sarah,IT,52072.22
391,King,Thomas,Logistics,129582.6
8539,King,Robert,Legal,37409.75
2950,Garcia,Lucas,Human Resources,32126.96
7572,Martinez,Emma,Legal,98497.54
14974,Hill,Jennifer,Product Management,136258.75
3662,Moore,Thomas,Research & Development,82729.23
6854,Clark,Jessica,Engineering,125190.97
762,Torres,Amelia,IT,103877.25
13563,Young,Mia,IT,71233.57
