employee_id,last_name,first_name,department,salary
8868,Perez,Isabella,IT,79206.94
7951,Green,Thomas,Legal,134019.86
11339,Flores,Mason,Research & Development,90817.01
6232,Davis,Evelyn,Customer Support,62749.57
631,Young,Olivia,Logistics,124423.34
2051,Anderson,Patricia,Research & Development,141689.83
5084,Walker,Richard,Customer Support,89918.13
10512,Allen,Susan,Legal,54119.51
8826,Gonzalez,John,Finance,49669.4
7339,Lee,Mia,Research & Development,31883.86
5002,Thomas,Lucas,Human Resources,130348.69
11434,Walker,Liam,Sales,136731.18
2354,Clark,Liam,Human Resources,52072.5
11467,Clark,Jessica,Research & Development,81175.01
6167,Davis,Charlotte,Sales,107303.97
12060,Rodriguez,Jessica,Legal,99031.06
1693,Johnson,Mary,Logistics,35186.65
3113,Lopez,Richard,Marketing,146988.41
6382,Taylor,Liam,Finance,118562.08
10280,Wright,Aiden,IT,102472.32
3824,Martinez,James,Finance,31626.88
5031,Brown,Isabella,Customer Support,102709.17
5746,Torres,Elizabeth,Operations,128493.93
6670,Flores,Evelyn,Engineering,66811.13
14090,Wright,Ava,Engineering,52562.24
1609,Clark,Susan,Marketing,135712.02
3373,Allen,Jennifer,Customer Support,73950.31
10492,Torres,Karen,Engineering,103189.55
14056,Flores,Linda,Engineering,93230.51
748,Miller,Thomas,Logistics,90870.51
9780,Allen,Joseph,Marketing,67280.76
15002,Young,Sarah,Sales,112520.05
9640,Clark,Harper,Human Resources,100485.92
3054,Williams,Karen,Engineering,138172.9
9834,Clark,Mia,Research & Development,98348.74
4519,Martin,Jessica,Sales,70147.72
5494,Scott,Isabella,Operations,136090.47
2626,Ramirez,Mary,Operations,30626.24
9051,Martinez,Jennifer,Legal,83611.26
4468,Smith,Amelia,Operations,70511.73
3925,Martinez,Evelyn,Finance,54330.84
9226,Hernandez,Liam,Finance,148274.55
4667,Allen,John,Sales,104428.63
2057,Smith,Patricia,Sales,146902.32
9269,Harris,David,Legal,50229.92
11174,Lee,David,Human Resources,120047.99
11904,Martinez,Evelyn,Marketing,145471.54
15351,Moore,Ava,Logistics,102648.79
14680,Wilson,Harper,Finance,110804.64
13793,Johnson,Noah,Engineering,72347.53
7635,Scott,Noah,IT,111980.62
8365,Williams,Emma,Marketing,115347.76
1969,Lopez,Aiden,Sales,39689.38
15608,King,Charlotte,Research & Development,87315.98
10329,Martin,Sophia,Engineering,92186.95
8174,Lewis,Liam,Product Management,49067.22
8301,King,Michael,Customer Support,103080.93
9765,Lewis,Olivia,Operations,141834.18
14176,Davis,Sarah,Sales,36539.4
10700,Sanchez,Olivia,Product Management,39082.79
11144,Thompson,Jennifer,Finance,143865.65
8005,Flores,Susan,Research & Development,107841.29
5276,Perez,Barbara,Operations,73757.46
9237,Lewis,Patricia,Customer Support,88213.09
2252,White,Emma,Customer Support,130819.62
13360,Thomas,Ethan,Product Management,139379.6
1370,Moore,Mason,IT,128823.99
15740,King,James,Customer Support,67385.86
8054,Johnson,Barbara,Research & Development,106068.97
836,Jones,Harper,Research & Development,83137.0
8044,Miller,Charlotte,Logistics,47997.23
3038,Brown,Charlotte,Operations,90750.33
3365,Brown,Thomas,Sales,139152.61
9075,Hill,John,Sales,115758.16
2558,Ramirez,Aiden,Marketing,125494.31
14263,Thompson,Evelyn,Sales,68999.85
4430,Davis,Richard,Marketing,106307.02
6698,Thomas,James,Engineering,46351.78
13540,Flores,William,Finance,132014.42
6309,Hill,Patricia,Legal,114586.49
6166,Jackson,Jessica,Product Management,48855.33
167,Garcia,Michael,Engineering,103752.54
11482,Martin,Mia,IT,116795.37
7511,Martinez,Lucas,Customer Support,66195.56
10237,Anderson,William,Marketing,62472.63
15745,Johnson,Mia,Research & Development,87945.98
12880,Wright,Karen,Research & Development,61206.48
11535,Wright,Elizabeth,Product Management,97276.44
7981,Smith,Noah,Finance,85922.61
14170,Flores,Jennifer,Research & Development,74077.26
