employee_id,last_name,first_name,department,salary
11437,Taylor,Aiden,Product Management,73500.33
5920,Garcia,Noah,Product Management,119614.26
4200,Anderson,Lucas,Legal,143473.46
6243,Gonzalez,Michael,Customer Support,147554.62
1332,Johnson,Patricia,Customer Support,110853.56
6323,Clark,Susan,Product Management,97219.4
12941,Robinson,Karen,Engineering,123316.32
9109,Hill,Charles,Marketing,43676.35
7009,Jackson,Olivia,IT,121611.07
7946,Hernandez,Elizabeth,Customer Support,107335.11
5261,Clark,Noah,Marketing,84324.91
15376,Anderson,Jessica,Sales,101904.06
6450,Thompson,Robert,Product Management,56915.06
8004,Jones,Olivia,Engineering,34190.33
3406,Robinson,Harper,Sales,134844.33
15983,Davis,Mason,Marketing,123535.55
7829,Allen,Sophia,Legal,65761.43
2992,Johnson,Charles,IT,121665.8
10837,Rodriguez,Ava,Legal,141335.27
3695,Sanchez,Mary,Engineering,58797.0
7564,Clark,Sophia,Marketing,74639.54
11103,Hill,Emma,Finance,65310.48
8025,White,David,Marketing,110814.52
14194,Ramirez,Evelyn,Finance,127725.28
10942,Jackson,Jennifer,Legal,53594.22
6011,Johnson,Joseph,Product Management,95204.96
13129,Taylor,Emma,Research & Development,86881.55
14986,Thomas,Mary,Human Resources,82786.42
5939,Gonzalez,Susan,Product Management,93377.84
11581,Garcia,Mason,Product Management,115362.64
4010,Taylor,Sophia,Product Management,85560.15
15947,Hernandez,Barbara,Finance,137790.69
14794,Johnson,Michael,Marketing,146455.25
14075,Robinson,David,Operations,78158.54
7414,Lopez,Karen,Finance,99232.3
3187,Thompson,Charlotte,Logistics,62646.79
13621,White,Emma,Human Resources,75132.35
10725,Lopez,Jessica,Customer Support,66777.77
8307,Miller,Sarah,Operations,44775.93
13566,Walker,Sarah,Product Management,147541.86
2822,White,Emma,IT,147595.73
6223,Lopez,Elizabeth,Finance,133872.54
8133,Davis,Elizabeth,Engineering,32274.83
12077,Flores,Robert,Customer Support,52115.03
5646,White,Linda,Product Management,122328.88
4945,Clark,Robert,Finance,145673.12
11210,Sanchez,Aiden,Logistics,81843.44
11246,Hernandez,Joseph,Operations,124615.67
9915,Wilson,Olivia,IT,47416.04
4495,Young,Noah,Finance,45005.53
2617,Thompson,William,Finance,33467.81
6689,Lee,Ethan,Research & Development,122461.62
13120,Gonzalez,Ava,IT,68382.04
7676,Martin,Linda,Sales,147286.69
6627,Walker,Mary,Customer Support,148797.26
3698,Lee,Sarah,Customer Support,60701.33
14516,Hill,Charlotte,Customer Support,109204.46
423,Scott,Elizabeth,Legal,58010.07
11172,Perez,Richard,Logistics,148574.81
10191,Williams,William,Research & Development,100967.5
7447,Lewis,Amelia,Marketing,62540.03
4429,Flores,Patricia,IT,97194.01
5149,Torres,Aiden,Product Management,104998.34
4529,Nguyen,Evelyn,Research & Development,54109.48
9713,Lopez,Mia,Finance,81650.65
9103,Anderson,Sarah,Human Resources,56680.35
13470,Young,John,Product Management,62987.55
484,Lee,Thomas,Product Management,68087.28
1320,Young,Michael,Customer Support,96117.73
4578,Martinez,Ethan,Human Resources,59301.96
9449,Perez,Mary,Sales,131358.27
10101,Torres,Noah,Human Resources,101392.16
13153,Garcia,David,Human Resources,87347.23
6502,Harris,Michael,Human Resources,139981.92
4339,Wilson,Mason,Customer Support,41401.48
14910,Brown,Susan,Customer Support,110706.52
11680,Allen,Harper,Sales,42406.45
12915,Robinson,Liam,Marketing,115009.11
11287,Hill,Ethan,Customer Support,47529.45
2671,Wilson,Sarah,Product Management,84445.36
4989,Hernandez,Elizabeth,Product Management,80611.18
14825,Allen,Jennifer,Legal,142067.41
14642,Lee,Emma,Sales,108067.74
892,Gonzalez,Emma,Product Management,61642.35
4279,Walker,Emma,IT,83480.84
15316,Scott,Michael,Customer Support,96975.03
9912,Perez,Harper,Engineering,109758.83
15294,Williams,Thomas,Research & Development,64475.42
12306,Young,Charlotte,Customer Support,34315.87
15288,Scott,James,Engineering,36854.25
15969,Thomas,Mia,Engineering,42145.47
8530,Moore,Harper,Product Management,107945.05
7333,Allen,Charles,IT,63371.37
15835,King,Isabella,Legal,116231.17
1177,Wilson,Emma,Customer Support,65652.85
13202,Green,Lucas,Product Management,108617.25
8743,White,Karen,Operations,116852.77
571,Thomas,Amelia,Product Management,120165.57
959,Allen,Linda,Human Resources,37363.59
13325,Sanchez,John,Operations,79423.32
8562,Scott,Charlotte,Sales,78490.95
14889,Lewis,Liam,Human Resources,70627.5
991,Williams,Mason,Product Management,76034.15
15134,Garcia,Mason,Customer Support,46525.91
12251,Green,Patricia,Engineering,102813.84
15315,Hill,Charles,Product Management,92551.01
3496,Davis,Robert,Sales,109687.23
1737,White,Sophia,Sales,116601.07
10007,Ramirez,Karen,Product Management,130207.05
8492,Williams,Amelia,Operations,89069.73
858,Harris,Elizabeth,Legal,89116.62
8750,Clark,Emma,Legal,121645.09
5814,Ramirez,Richard,Customer Support,73114.55
13377,Flores,Thomas,Engineering,93802.09
241,Nguyen,Elizabeth,Marketing,76841.1
13731,Williams,Richard,Customer Support,87403.95
15989,Clark,Olivia,Sales,96754.83
12661,Garcia,Jessica,Sales,59227.63
14404,Thompson,David,Logistics,136995.75
12518,Brown,Sarah,Engineering,70666.33
1214,Lewis,Harper,Legal,83891.23
935,Gonzalez,Karen,Logistics,69676.48
4921,Miller,Jennifer,Legal,105338.51
12727,Thomas,Emma,Sales,118012.08
3471,King,Patricia,IT,99084.4
13950,Taylor,Amelia,Sales,48576.83
11181,Hill,Aiden,Customer Support,35633.38
9733,Perez,James,Operations,43505.76
11051,Brown,Mason,Customer Support,110830.52
8809,Allen,Charlotte,Engineering,95334.88
6040,Young,Richard,Legal,127956.86
11789,Martinez,Ava,Research & Development,135076.96
809,Allen,Linda,Legal,86448.56
8737,Taylor,Noah,Finance,91715.81
8665,Scott,John,Finance,46130.83
13613,Ramirez,Mia,Legal,109617.31
13512,Harris,William,Human Resources,143722.23
12952,Young,Robert,Sales,48167.08
9634,Scott,Olivia,Finance,90931.7
1256,Flores,Ethan,Engineering,34618.56
4634,Thompson,Isabella,Customer Support,40280.89
6495,Anderson,Karen,Logistics,45245.59
4093,Taylor,Elizabeth,Operations,101720.33
13984,Davis,Charlotte,Human Resources,44989.67
7601,Miller,Mary,Human Resources,128403.44
4898,Davis,Susan,IT,132081.33
2649,Rodriguez,Ethan,Human Resources,48857.45
11081,King,Karen,Legal,117322.43
9937,King,Susan,Human Resources,104178.45
2449,Wright,Patricia,Marketing,85172.93
6304,Hernandez,Barbara,Research & Development,74117.29
4746,Hill,Charlotte,Finance,132588.83
11008,Moore,Charlotte,Engineering,129271.89
1758,King,Isabella,Legal,140078.41
14249,Jones,Richard,Research & Development,131994.4
7470,Taylor,Mason,Engineering,74111.86
15062,Martin,Mason,Legal,60755.34
12950,Ramirez,Susan,Engineering,129385.94
470,Martin,Sarah,Legal,113233.26
7449,Rodriguez,Karen,Product Management,36416.85
7360,Lewis,William,Finance,116877.23
8218,Nguyen,Evelyn,Engineering,31161.95
11792,Green,John,Product Management,56032.77
9343,Moore,Jessica,Legal,43872.31
5087,Lewis,John,Engineering,125193.37
12560,Hernandez,Aiden,Legal,114951.35
14570,Young,Isabella,Operations,68387.06
5680,Gonzalez,Lucas,Legal,148425.11
14084,Hernandez,Emma,Customer Support,101032.26
6815,Lee,James,Customer Support,62806.06
13846,Sanchez,Richard,Finance,135759.95
1679,Smith,Ava,Product Management,82163.78
14341,Young,David,Finance,126062.01
12261,Martin,Jessica,Logistics,128275.58
796,Walker,Olivia,Logistics,46476.91
7644,Scott,Michael,Marketing,72434.56
7061,Allen,James,Sales,122372.12
5193,King,William,Engineering,100980.34
5284,Thompson,William,Sales,80547.8
9083,Anderson,Liam,Customer Support,72500.98
6615,Torres,Mia,Finance,35670.79
4762,Scott,Richard,Legal,122459.53
8645,Allen,Sophia,Sales,59302.39
2929,Allen,Robert,Finance,103115.76
13302,Johnson,Jennifer,Legal,41223.14
7407,Moore,Isabella,Engineering,122780.11
4774,Anderson,Ava,IT,45705.1
3368,Rodriguez,Elizabeth,IT,83240.7
13524,Young,Karen,IT,103638.55
424,Thomas,Noah,Marketing,49903.38
1026,Walker,Mary,Customer Support,57897.19
1333,Rodriguez,Linda,Product Management,142701.89
7275,Davis,Liam,Customer Support,125348.02
740,Johnson,James,Legal,76849.73
13677,Johnson,Harper,Product Management,133329.01
12562,Moore,Susan,Logistics,34509.26
4162,Williams,Aiden,Sales,109631.49
7351,Smith,Charles,Product Management,114985.29
1366,Gonzalez,Robert,Operations,138676.64
10353,Torres,Mary,IT,104534.41
6427,Walker,Thomas,Research & Development,57568.84
13599,Jackson,Ethan,Logistics,116716.63
2934,King,David,Operations,140514.11
11947,Moore,Olivia,Sales,118188.14
4426,Taylor,Robert,Logistics,80407.86
819,Miller,Lucas,Operations,136490.45
6087,Robinson,Joseph,Engineering,143114.04
