employee_id,last_name,first_name,department,salary
14980,Davis,Lucas,Sales,124678.72
11156,Perez,John,Sales,77212.75
15257,Gonzalez,Olivia,Sales,122103.39
14189,Perez,Karen,Customer Support,118449.28
12937,Green,David,Marketing,117350.07
11703,Taylor,Jennifer,Engineering,71065.21
4146,Hernandez,Amelia,Finance,87405.55
11283,Johnson,Michael,Logistics,56443.16
3132,Wilson,Isabella,IT,139943.13
11436,Young,Robert,IT,116366.2
390,King,Sarah,Finance,71848.33
7792,Young,Aiden,Customer Support,41449.67
4679,Thomas,Emma,Customer Support,75234.28
5807,Moore,Isabella,IT,133918.71
5283,Hernandez,Robert,Sales,116541.95
11453,Garcia,Karen,Marketing,86026.76
11075,Walker,Noah,Research & Development,76833.73
4564,Johnson,Liam,Research & Development,123516.59
824,Thomas,Emma,Human Resources,132603.91
14695,Torres,Robert,Marketing,103894.33
440,Wilson,Lucas,Operations,72558.07
11047,Brown,Patricia,Operations,90010.18
11446,Gonzalez,Linda,Engineering,127139.31
12179,Young,Sarah,Logistics,52145.19
14907,Anderson,James,Research & Development,129595.67
14966,White,Barbara,IT,129073.77
6455,Jones,Robert,Finance,88751.87
13754,Anderson,David,Engineering,49397.59
1034,Gonzalez,Elizabeth,Marketing,133248.94
12102,Smith,Mia,Legal,129151.06
7558,Lewis,Olivia,Legal,119022.42
13717,Flores,Jessica,Customer Support,39952.49
2036,Miller,Robert,Marketing,87563.12
9383,Williams,David,Logistics,142327.31
12076,Nguyen,Susan,Sales,44764.3
14652,Hill,Joseph,Human Resources,70674.98
9808,Thomas,Patricia,Operations,64147.07
9516,Gonzalez,Olivia,Customer Support,74247.21
1207,Anderson,Isabella,Engineering,44993.16
6950,Nguyen,Lucas,Legal,73255.05
3898,Smith,Sarah,IT,50716.46
7139,Jones,Jennifer,Operations,60918.11
5336,Rodriguez,William,IT,62316.24
12721,Lee,Jennifer,Customer Support,123156.42
2086,Walker,Jessica,IT,56372.94
15659,Martin,Charlotte,IT,93425.26
7155,Wright,Thomas,Customer Support,31075.24
4842,Lewis,Mason,Finance,89640.99
8561,Walker,Robert,IT,77956.24
14679,Johnson,Aiden,Human Resources,109105.17
8385,Gonzalez,David,IT,103204.49
14847,Davis,Karen,Research & Development,149002.5
8787,Clark,Barbara,Marketing,92462.1
10506,Gonzalez,Sophia,Sales,67690.4
1858,Thompson,Olivia,Finance,94084.94
2712,Taylor,Elizabeth,Logistics,148109.58
6262,Martinez,Jessica,Product Management,88645.27
5619,Torres,Evelyn,Operations,99037.94
1108,Moore,Linda,Customer Support,115057.9
14989,Wilson,Jennifer,Legal,81157.07
11441,Robinson,Aiden,Product Management,70651.73
8402,Robinson,Evelyn,IT,41600.08
4801,Clark,Richard,Logistics,33279.0
12538,Harris,Patricia,Operations,79878.1
12492,Wright,Emma,Finance,45827.35
6077,Ramirez,John,Research & Development,87723.97
904,Davis,Jessica,Marketing,84047.74
7553,Clark,Karen,Operations,87321.99
14065,Smith,Sophia,Logistics,115713.13
2466,Brown,David,Marketing,112710.9
15326,Lewis,Richard,Sales,71224.94
6870,Robinson,Barbara,Product Management,63671.05
2188,Smith,Patricia,Customer Support,91353.33
8689,Smith,Emma,Logistics,117839.34
5798,Garcia,John,Sales,85949.34
7258,Smith,Barbara,Research & Development,121021.01
3123,Green,Karen,Logistics,52033.23
11278,King,Barbara,Sales,147317.91
15595,Hernandez,Sophia,Operations,144482.32
11648,White,Isabella,Research & Development,48104.95
10530,Davis,Richard,Research & Development,115774.85
7386,Taylor,Jennifer,Sales,117881.84
2975,Perez,Joseph,Legal,149072.3
15932,Hill,Karen,Research & Development,96140.62
9231,Lee,Mia,Legal,59083.4
3343,Taylor,Sophia,Engineering,66224.71
13980,Hill,Mia,Legal,87831.27
3184,Walker,Noah,Engineering,107487.77
12533,Wilson,Susan,Research & Development,30174.83
1869,Moore,Sarah,Marketing,56335.21
4453,Clark,Mason,Operations,62822.94
11661,Scott,Charles,Product Management,107784.46
7691,Moore,Mary,Human Resources,118715.22
8754,Hill,Jennifer,Research & Development,116085.45
7299,Walker,James,Legal,36355.0
9180,Jones,Robert,Human Resources,120287.19
6206,Anderson,Elizabeth,IT,96705.27
12484,Flores,Ethan,Customer Support,100458.95
9380,Gonzalez,Richard,Customer Support,30026.68
10321,Taylor,Jennifer,Logistics,108356.7
15784,Thomas,Liam,Human Resources,148788.61
15977,Thomas,Emma,IT,87174.76
15403,Moore,Barbara,Marketing,50995.84
213,Martinez,John,Customer Support,46989.9
10671,Taylor,Patricia,Finance,148774.22
14792,Hernandez,Charles,Product Management,93901.55
5473,Harris,Lucas,Research & Development,35186.86
2253,Davis,Sophia,Sales,130820.15
522,Gonzalez,Noah,IT,78741.43
7112,White,Karen,Human Resources,66749.35
15955,Young,Ava,IT,114275.86
4698,Jackson,Amelia,Product Management,36106.59
1053,Jones,Elizabeth,IT,32356.5
715,Robinson,Emma,Engineering,123875.54
1173,Thompson,Ethan,Engineering,39506.86
8080,White,Sophia,Finance,104873.65
3801,Scott,Lucas,Marketing,80208.59
7712,Nguyen,Lucas,Logistics,144448.2
8899,Johnson,Mary,Marketing,36629.8
15490,Garcia,Emma,Engineering,31693.04
11681,Allen,Ethan,Customer Support,96006.83
15452,Thomas,Linda,IT,89028.6
2092,Ramirez,William,IT,70959.89
389,Allen,Susan,Engineering,66600.67
642,Clark,Harper,Legal,72787.96
4943,Smith,Liam,Legal,116769.68
14516,Young,Elizabeth,Product Management,146902.07
8783,Lewis,David,Research & Development,128833.32
10357,Hernandez,David,Marketing,136859.36
9154,Scott,Evelyn,Research & Development,116392.21
12786,Williams,Liam,Engineering,33602.27
4284,Gonzalez,Ava,Legal,51905.22
7357,King,Mia,Logistics,45913.61
4195,Miller,Amelia,Sales,38469.25
7618,Wilson,Joseph,Product Management,66352.1
4514,Clark,Jennifer,Human Resources,113539.84
14192,Taylor,Sarah,IT,106140.35
2791,Ramirez,Olivia,Sales,97075.84
12252,Hill,Olivia,Human Resources,129002.39
11479,Martin,Aiden,Customer Support,149850.11
10227,Gonzalez,Mia,Human Resources,107799.69
11498,Jackson,Isabella,IT,42587.2
10197,Thomas,Jennifer,Engineering,92249.35
2507,Young,Ethan,Finance,105777.61
12482,King,Noah,Engineering,109556.21
15053,Hernandez,Michael,Product Management,63760.96
15496,Scott,Mason,Marketing,49891.94
1696,Davis,Patricia,Finance,116961.07
13868,Hill,Linda,Human Resources,108955.18
8534,Hernandez,Emma,Legal,97568.21
10458,Thompson,William,Sales,133334.24
5294,Brown,Sarah,Finance,83649.03
10313,Thompson,Richard,Marketing,99864.75
1312,Lee,Liam,Customer Support,35263.56
15381,Rodriguez,Joseph,Marketing,110115.51
10449,Walker,Noah,Research & Development,122351.24
9054,Smith,Lucas,Logistics,38669.63
10856,King,Barbara,Finance,133824.48
12232,Gonzalez,Isabella,Research & Development,113902.89
8360,Hill,Susan,Customer Support,68971.36
7364,Wright,Olivia,Engineering,90869.24
93,King,Karen,Research & Development,64262.64
6704,Miller,Thomas,Customer Support,125119.73
2905,Sanchez,Amelia,Finance,144374.1
2769,Scott,Linda,IT,47322.45
12094,Torres,Richard,Product Management,114127.21
10787,Perez,Charles,Finance,133059.17
3682,Lopez,Thomas,Operations,58154.59
13978,Jones,Thomas,Sales,67619.33
15362,Williams,Isabella,Human Resources,119888.91
8882,Thompson,Joseph,IT,76094.28
1010,Young,Robert,Legal,124787.62
15894,Torres,Charles,Finance,69422.12
9028,Harris,Olivia,Product Management,123072.2
3503,Rodriguez,Lucas,Legal,143942.04
1833,Miller,Patricia,Finance,52166.26
4751,Davis,Ava,Marketing,69175.25
12413,Wright,John,Operations,74001.33
3135,Green,William,Sales,98066.13
9709,Sanchez,Patricia,Operations,125097.17
2175,Harris,Mason,Engineering,95991.34
15185,Wilson,Liam,Legal,62308.82
1879,Jones,Michael,IT,48683.38
13755,Williams,Charlotte,Finance,123814.36
12019,Taylor,Jennifer,Engineering,148608.93
3506,Torres,Liam,IT,84652.23
11966,Davis,Thomas,Human Resources,136132.0
6495,Jones,Noah,Sales,109067.77
13628,Walker,David,Customer Support,39049.61
5691,Williams,Sarah,Customer Support,101102.49
8510,Moore,John,Legal,86558.98
12794,Williams,Sarah,Marketing,65798.82
4684,Wilson,Mia,Operations,54681.86
14528,Jones,Evelyn,Customer Support,61431.16
10159,Anderson,Thomas,Logistics,33419.03
15267,Brown,Emma,Research & Development,149883.02
2864,Hernandez,Jessica,Human Resources,119330.11
9920,Jones,Aiden,Customer Support,40789.88
10415,Moore,Isabella,Customer Support,80146.61
13264,King,Michael,Sales,50703.57
6699,Miller,Charles,Research & Development,46363.08
15106,Perez,William,Marketing,127794.83
6843,Miller,William,Research & Development,66542.62
12491,Hernandez,Emma,Sales,79261.79
14688,Moore,Thomas,Sales,120137.46
4926,Perez,Michael,Engineering,61302.35
10,Jones,Jennifer,Human Resources,112126.68
4298,Garcia,Evelyn,Customer Support,33305.55
9748,King,James,Customer Support,66158.14
11223,Harris,Michael,Logistics,95913.22
13127,Johnson,Olivia,IT,117868.09
13186,Lopez,Liam,Human Resources,115399.58
2543,Thompson,Michael,Logistics,42602.86
3085,Martinez,Linda,Sales,76668.73
15982,Scott,David,IT,67893.66
6180,Garcia,Isabella,Logistics,127863.03
10621,Sanchez,Charlotte,Operations,36600.2
2695,Jones,William,Research & Development,44943.59
14491,Scott,Noah,Customer Support,137912.09
12403,Perez,Elizabeth,Logistics,120493.27
9843,Garcia,Harper,Sales,149846.79
4012,Lopez,Richard,Human Resources,115586.34
3048,Flores,Elizabeth,Marketing,145180.72
993,Moore,Mason,Research & Development,56378.34
10388,Perez,Charles,Human Resources,64609.32
14484,Johnson,Barbara,Operations,53569.85
4629,Thompson,Mary,Human Resources,41300.49
15944,Martin,Aiden,Engineering,99721.4
13734,Walker,Mia,Sales,77555.33
7918,Moore,Sarah,Marketing,100733.05
13571,Lewis,Amelia,Sales,63499.74
1506,Miller,Patricia,IT,82829.32
9603,Ramirez,Aiden,Finance,119958.18
6201,Scott,Karen,IT,126895.01
5950,Perez,Evelyn,Engineering,124264.48
921,Moore,Sarah,Logistics,73699.51
11935,Clark,Amelia,Logistics,38329.4
3416,Perez,Richard,Operations,30237.69
14975,Robinson,Sophia,Product Management,89232.05
1900,Scott,Elizabeth,Finance,57598.7
14169,Robinson,Charlotte,Engineering,30650.85
4916,Ramirez,Noah,Sales,123210.3
13369,Ramirez,Susan,Human Resources,60306.86
15158,Scott,Elizabeth,Human Resources,123003.77
11193,Smith,Elizabeth,Legal,96531.22
